Month,Station1,Station2,Station3,Station4,Station5,Station6,Station7,Station8,Station9
1,0.136182405736822,0.1330616525296868,0.32095954227706613,0.7019497442280945,0.3969123688692868,0.11218905256716614,1.4982373844127583,0.6230031073080238,0.5683049856349734
2,0.15043420073737387,0.14314591153444883,0.3668874450400385,1.0909588191806343,0.6852073708429884,0.16407108108027138,1.6847924944906314,0.6580501482184459,0.6234719525270821
3,0.13383002686820142,0.11303644379486633,0.29470142326459836,1.536481378538158,1.0303375265794903,0.28288403517087507,1.2895581530819171,0.5476799826474267,0.5772843936213689
4,0.08174240547263412,0.08594121395302586,0.1828633937862333,1.6698531870072375,0.6512301008710663,0.2598049635683407,1.030140838529028,0.3444028675709126,0.4278641533380559
5,0.039714376627052704,0.09206999842013519,0.06413614496863634,1.388460703334059,0.43030766001710236,0.2597831056682354,0.7400426504933222,0.2293762404374041,0.304248842273826
6,0.02090530884619914,0.1253774593120619,0.018681074788046547,0.9883973598553335,0.31471687845529256,0.24823118163550198,0.7132731651469617,0.26861819153627225,0.2796797037552833
7,0.019625228077251117,0.22136483505216156,0.00816331929137658,0.861339115416808,0.24177068987855183,0.2283234264475699,0.6889736463395917,0.3153481004530406,0.30964522330816197
8,0.02673459964626261,0.6090846563009058,0.016465444952997208,0.9600445105562017,0.21789982549083384,0.21209223057304064,0.8312305005847137,0.34240109529733054,0.2984328018040827
9,0.05723636830515882,1.0542004429659766,0.06289121843498031,1.0632783120634315,0.21387685020460076,0.2053555271984099,1.493781866406935,0.5148196120689892,0.45680546832362373
10,0.07338925217537094,0.8359779062584193,0.11607367144373679,0.9426989947632827,0.2109543247778097,0.17537401133868805,1.2804398900142426,0.44949635193456916,0.4355265671184528
11,0.09186535449012823,0.42406961429610235,0.1888206473228575,0.7951699322072102,0.20886764574311856,0.12995378516878783,1.241223856004362,0.46033582240961446,0.4382459328766686
12,0.1172878627553331,0.15687108029238672,0.243846427024822,0.8266483728305637,0.24219803713869498,0.09486762020180718,1.2321000696625417,0.5440609460385722,0.4904105862427818
